Einheit,Zivilstand,Anzahl,Typ
Ecublens (FR),Geschieden,20,Gemeinde
Grangettes,Ledig,96,Gemeinde
Grangettes,Verheiratet,77,Gemeinde
Grangettes,Verwitwet,10,Gemeinde
Grangettes,Geschieden,8,Gemeinde
Massonnens,Ledig,232,Gemeinde
Massonnens,Verheiratet,239,Gemeinde
Massonnens,Verwitwet,19,Gemeinde
Massonnens,Geschieden,26,Gemeinde
Mézières (FR),Ledig,418,Gemeinde
Mézières (FR),Verheiratet,470,Gemeinde
Mézières (FR),Verwitwet,46,Gemeinde
Mézières (FR),Geschieden,61,Gemeinde
Montet (Glâne),Ledig,172,Gemeinde
Montet (Glâne),Verheiratet,194,Gemeinde
Montet (Glâne),Verwitwet,7,Gemeinde
Montet (Glâne),Geschieden,19,Gemeinde
Romont (FR),Ledig,2387,Gemeinde
Romont (FR),Verheiratet,2125,Gemeinde
Romont (FR),Verwitwet,246,Gemeinde
Romont (FR),Geschieden,434,Gemeinde
Rue,Ledig,644,Gemeinde
Rue,Verheiratet,625,Gemeinde
Rue,Verwitwet,62,Gemeinde
Rue,Geschieden,142,Gemeinde
Siviriez,Ledig,1015,Gemeinde
Siviriez,Verheiratet,987,Gemeinde
Siviriez,Verwitwet,107,Gemeinde
Siviriez,Geschieden,134,Gemeinde
Ursy,Ledig,1317,Gemeinde
Ursy,Verheiratet,1286,Gemeinde
Ursy,Verwitwet,119,Gemeinde
Ursy,Geschieden,214,Gemeinde
Villaz-Saint-Pierre,Ledig,600,Gemeinde
Villaz-Saint-Pierre,Verheiratet,500,Gemeinde
Villaz-Saint-Pierre,Verwitwet,48,Gemeinde
Villaz-Saint-Pierre,Geschieden,83,Gemeinde
Vuisternens-devant-Romont,Ledig,1034,Gemeinde
Vuisternens-devant-Romont,Verheiratet,992,Gemeinde
Vuisternens-devant-Romont,Verwitwet,95,Gemeinde
Vuisternens-devant-Romont,Geschieden,130,Gemeinde
Villorsonnens,Ledig,597,Gemeinde
Villorsonnens,Verheiratet,578,Gemeinde
Villorsonnens,Verwitwet,39,Gemeinde
Villorsonnens,Geschieden,90,Gemeinde
Torny,Ledig,396,Gemeinde
Torny,Verheiratet,392,Gemeinde
Torny,Verwitwet,40,Gemeinde
Torny,Geschieden,57,Gemeinde
La Folliaz,Ledig,428,Gemeinde
La Folliaz,Verheiratet,418,Gemeinde
La Folliaz,Verwitwet,35,Gemeinde
La Folliaz,Geschieden,74,Gemeinde
District de la Gruyère,Ledig,23898,Bezirk
District de la Gruyère,Verheiratet,21973,Bezirk
District de la Gruyère,Verwitwet,2452,Bezirk
District de la Gruyère,Geschieden,4212,Bezirk
Haut-Intyamon,Ledig,615,Gemeinde
Haut-Intyamon,Verheiratet,686,Gemeinde
Haut-Intyamon,Verwitwet,107,Gemeinde
Haut-Intyamon,Geschieden,115,Gemeinde
Pont-en-Ogoz,Ledig,817,Gemeinde
Pont-en-Ogoz,Verheiratet,753,Gemeinde
Pont-en-Ogoz,Verwitwet,58,Gemeinde
Pont-en-Ogoz,Geschieden,146,Gemeinde
Botterens,Ledig,225,Gemeinde
Botterens,Verheiratet,260,Gemeinde
Botterens,Verwitwet,18,Gemeinde
Botterens,Geschieden,43,Gemeinde
Broc,Ledig,1028,Gemeinde
Broc,Verheiratet,1105,Gemeinde
Broc,Verwitwet,151,Gemeinde
Broc,Geschieden,222,Gemeinde
Bulle,Ledig,10409,Gemeinde
Bulle,Verheiratet,8608,Gemeinde
Bulle,Verwitwet,1064,Gemeinde
Bulle,Geschieden,1909,Gemeinde
Châtel-sur-Montsalvens,Ledig,115,Gemeinde
Châtel-sur-Montsalvens,Verheiratet,120,Gemeinde
Châtel-sur-Montsalvens,Verwitwet,8,Gemeinde
Châtel-sur-Montsalvens,Geschieden,30,Gemeinde
Corbières,Ledig,375,Gemeinde
Corbières,Verheiratet,357,Gemeinde
Corbières,Verwitwet,37,Gemeinde
Corbières,Geschieden,70,Gemeinde
Crésuz,Ledig,117,Gemeinde
Crésuz,Verheiratet,142,Gemeinde
Crésuz,Verwitwet,28,Gemeinde
Crésuz,Geschieden,44,Gemeinde
Echarlens,Ledig,367,Gemeinde
Echarlens,Verheiratet,362,Gemeinde
Echarlens,Verwitwet,30,Gemeinde
Echarlens,Geschieden,55,Gemeinde
Grandvillard,Ledig,373,Gemeinde
Grandvillard,Verheiratet,333,Gemeinde
Grandvillard,Verwitwet,32,Gemeinde
Grandvillard,Geschieden,57,Gemeinde
Gruyères,Ledig,987,Gemeinde
Gruyères,Verheiratet,901,Gemeinde
Gruyères,Verwitwet,91,Gemeinde
Gruyères,Geschieden,174,Gemeinde
Hauteville,Ledig,288,Gemeinde
Hauteville,Verheiratet,280,Gemeinde
Hauteville,Verwitwet,31,Gemeinde
Hauteville,Geschieden,44,Gemeinde
Jaun,Ledig,292,Gemeinde
Jaun,Verheiratet,304,Gemeinde
Jaun,Verwitwet,39,Gemeinde
Jaun,Geschieden,27,Gemeinde
Marsens,Ledig,818,Gemeinde
Marsens,Verheiratet,802,Gemeinde
Marsens,Verwitwet,58,Gemeinde
Marsens,Geschieden,131,Gemeinde
Morlon,Ledig,252,Gemeinde
Morlon,Verheiratet,271,Gemeinde
Morlon,Verwitwet,29,Gemeinde
Morlon,Geschieden,40,Gemeinde
Le Pâquier (FR),Ledig,556,Gemeinde
Le Pâquier (FR),Verheiratet,484,Gemeinde
Le Pâquier (FR),Verwitwet,36,Gemeinde
Le Pâquier (FR),Geschieden,66,Gemeinde
Pont-la-Ville,Ledig,259,Gemeinde
Pont-la-Ville,Verheiratet,264,Gemeinde
Pont-la-Ville,Verwitwet,20,Gemeinde
Pont-la-Ville,Geschieden,46,Gemeinde
Riaz,Ledig,1070,Gemeinde
Riaz,Verheiratet,1030,Gemeinde
Riaz,Verwitwet,96,Gemeinde
Riaz,Geschieden,179,Gemeinde
La Roche,Ledig,692,Gemeinde
La Roche,Verheiratet,733,Gemeinde
La Roche,Verwitwet,66,Gemeinde
La Roche,Geschieden,122,Gemeinde
Sâles,Ledig,701,Gemeinde
Sâles,Verheiratet,605,Gemeinde
Sâles,Verwitwet,66,Gemeinde
Sâles,Geschieden,75,Gemeinde
Sorens,Ledig,507,Gemeinde
Sorens,Verheiratet,463,Gemeinde
Sorens,Verwitwet,36,Gemeinde
Sorens,Geschieden,92,Gemeinde
Vaulruz,Ledig,453,Gemeinde
Vaulruz,Verheiratet,477,Gemeinde
Vaulruz,Verwitwet,44,Gemeinde
Vaulruz,Geschieden,58,Gemeinde
Vuadens,Ledig,1065,Gemeinde
Vuadens,Verheiratet,978,Gemeinde
Vuadens,Verwitwet,91,Gemeinde
Vuadens,Geschieden,148,Gemeinde
Bas-Intyamon,Ledig,569,Gemeinde
Bas-Intyamon,Verheiratet,553,Gemeinde
Bas-Intyamon,Verwitwet,56,Gemeinde
Bas-Intyamon,Geschieden,113,Gemeinde
Val-de-Charmey,Ledig,948,Gemeinde
Val-de-Charmey,Verheiratet,1102,Gemeinde
Val-de-Charmey,Verwitwet,160,Gemeinde
Val-de-Charmey,Geschieden,206,Gemeinde
District de la Sarine,Ledig,49335,Bezirk
District de la Sarine,Verheiratet,42622,Bezirk
District de la Sarine,Verwitwet,4257,Bezirk
District de la Sarine,Geschieden,8168,Bezirk
Arconciel,Ledig,394,Gemeinde
Arconciel,Verheiratet,380,Gemeinde
Arconciel,Verwitwet,29,Gemeinde
Arconciel,Geschieden,61,Gemeinde
Autafond,Ledig,30,Gemeinde
Autafond,Verheiratet,37,Gemeinde
Autafond,Verwitwet,3,Gemeinde
Autafond,Geschieden,1,Gemeinde
Autigny,Ledig,358,Gemeinde
Autigny,Verheiratet,367,Gemeinde
Autigny,Verwitwet,31,Gemeinde
Autigny,Geschieden,47,Gemeinde
Avry,Ledig,829,Gemeinde
Avry,Verheiratet,843,Gemeinde
Avry,Verwitwet,64,Gemeinde
Avry,Geschieden,138,Gemeinde
Belfaux,Ledig,1497,Gemeinde
Belfaux,Verheiratet,1426,Gemeinde
Belfaux,Verwitwet,103,Gemeinde
Belfaux,Geschieden,191,Gemeinde
Chénens,Ledig,416,Gemeinde
Chénens,Verheiratet,351,Gemeinde
Chénens,Verwitwet,26,Gemeinde
Chénens,Geschieden,61,Gemeinde
Chésopelloz,Ledig,55,Gemeinde
Chésopelloz,Verheiratet,54,Gemeinde
Chésopelloz,Verwitwet,3,Gemeinde
Chésopelloz,Geschieden,11,Gemeinde
Corminboeuf,Ledig,1004,Gemeinde
Corminboeuf,Verheiratet,1082,Gemeinde
Corminboeuf,Verwitwet,82,Gemeinde
Corminboeuf,Geschieden,164,Gemeinde
Corpataux-Magnedens,Ledig,614,Gemeinde
Corpataux-Magnedens,Verheiratet,580,Gemeinde
Corpataux-Magnedens,Verwitwet,37,Gemeinde
Corpataux-Magnedens,Geschieden,82,Gemeinde
Corserey,Ledig,193,Gemeinde
Corserey,Verheiratet,181,Gemeinde
Corserey,Verwitwet,12,Gemeinde
Corserey,Geschieden,32,Gemeinde
Cottens (FR),Ledig,669,Gemeinde
Cottens (FR),Verheiratet,694,Gemeinde
Cottens (FR),Verwitwet,40,Gemeinde
Cottens (FR),Geschieden,87,Gemeinde
Ependes (FR),Ledig,513,Gemeinde
Ependes (FR),Verheiratet,466,Gemeinde
Ependes (FR),Verwitwet,41,Gemeinde
Ependes (FR),Geschieden,92,Gemeinde
Farvagny,Ledig,1045,Gemeinde
Farvagny,Verheiratet,924,Gemeinde
Farvagny,Verwitwet,89,Gemeinde
Farvagny,Geschieden,178,Gemeinde
Ferpicloz,Ledig,118,Gemeinde
Ferpicloz,Verheiratet,132,Gemeinde
Ferpicloz,Verwitwet,10,Gemeinde
Ferpicloz,Geschieden,25,Gemeinde
Fribourg,Ledig,19364,Gemeinde
Fribourg,Verheiratet,13882,Gemeinde
Fribourg,Verwitwet,1882,Gemeinde
Fribourg,Geschieden,3356,Gemeinde
Givisiez,Ledig,1448,Gemeinde
Givisiez,Verheiratet,1337,Gemeinde
Givisiez,Verwitwet,74,Gemeinde
Givisiez,Geschieden,265,Gemeinde
Granges-Paccot,Ledig,1685,Gemeinde
Granges-Paccot,Verheiratet,1329,Gemeinde
Granges-Paccot,Verwitwet,93,Gemeinde
Granges-Paccot,Geschieden,251,Gemeinde
Grolley,Ledig,855,Gemeinde
Grolley,Verheiratet,857,Gemeinde
Grolley,Verwitwet,68,Gemeinde
Grolley,Geschieden,120,Gemeinde
Marly,Ledig,3416,Gemeinde
Marly,Verheiratet,3619,Gemeinde
Marly,Verwitwet,354,Gemeinde
Marly,Geschieden,694,Gemeinde
Matran,Ledig,697,Gemeinde
Matran,Verheiratet,684,Gemeinde
Matran,Verwitwet,56,Gemeinde
Matran,Geschieden,102,Gemeinde
Neyruz (FR),Ledig,1211,Gemeinde
Neyruz (FR),Verheiratet,1090,Gemeinde
Neyruz (FR),Verwitwet,67,Gemeinde
Neyruz (FR),Geschieden,204,Gemeinde
Noréaz,Ledig,281,Gemeinde
Noréaz,Verheiratet,287,Gemeinde
Noréaz,Verwitwet,25,Gemeinde
Noréaz,Geschieden,30,Gemeinde
Pierrafortscha,Ledig,68,Gemeinde
Pierrafortscha,Verheiratet,57,Gemeinde
Pierrafortscha,Verwitwet,7,Gemeinde
Pierrafortscha,Geschieden,7,Gemeinde
Ponthaux,Ledig,315,Gemeinde
Ponthaux,Verheiratet,314,Gemeinde
Ponthaux,Verwitwet,18,Gemeinde
Ponthaux,Geschieden,39,Gemeinde
Le Mouret,Ledig,1323,Gemeinde
Le Mouret,Verheiratet,1394,Gemeinde
Le Mouret,Verwitwet,137,Gemeinde
Le Mouret,Geschieden,219,Gemeinde
Prez-vers-Noréaz,Ledig,450,Gemeinde
Prez-vers-Noréaz,Verheiratet,424,Gemeinde
Prez-vers-Noréaz,Verwitwet,48,Gemeinde
Prez-vers-Noréaz,Geschieden,80,Gemeinde
Rossens (FR),Ledig,590,Gemeinde
Rossens (FR),Verheiratet,623,Gemeinde
Rossens (FR),Verwitwet,49,Gemeinde
Rossens (FR),Geschieden,73,Gemeinde
Le Glèbe,Ledig,594,Gemeinde
Le Glèbe,Verheiratet,561,Gemeinde
Le Glèbe,Verwitwet,40,Gemeinde
Le Glèbe,Geschieden,65,Gemeinde
Senèdes,Ledig,60,Gemeinde
Senèdes,Verheiratet,71,Gemeinde
Senèdes,Verwitwet,6,Gemeinde
Senèdes,Geschieden,19,Gemeinde
Treyvaux,Ledig,646,Gemeinde
Treyvaux,Verheiratet,635,Gemeinde
Treyvaux,Verwitwet,73,Gemeinde
Treyvaux,Geschieden,88,Gemeinde
Villars-sur-Glâne,Ledig,5603,Gemeinde
Villars-sur-Glâne,Verheiratet,5078,Gemeinde
Villars-sur-Glâne,Verwitwet,495,Gemeinde
Villars-sur-Glâne,Geschieden,966,Gemeinde
Villarsel-sur-Marly,Ledig,45,Gemeinde
Villarsel-sur-Marly,Verheiratet,36,Gemeinde
Villarsel-sur-Marly,Verwitwet,1,Gemeinde
Villarsel-sur-Marly,Geschieden,4,Gemeinde
Vuisternens-en-Ogoz,Ledig,463,Gemeinde
Vuisternens-en-Ogoz,Verheiratet,452,Gemeinde
Vuisternens-en-Ogoz,Verwitwet,24,Gemeinde
Vuisternens-en-Ogoz,Geschieden,56,Gemeinde
Hauterive (FR),Ledig,1116,Gemeinde
Hauterive (FR),Verheiratet,1047,Gemeinde
Hauterive (FR),Verwitwet,77,Gemeinde
Hauterive (FR),Geschieden,175,Gemeinde
La Brillaz,Ledig,874,Gemeinde
La Brillaz,Verheiratet,864,Gemeinde
La Brillaz,Verwitwet,60,Gemeinde
La Brillaz,Geschieden,100,Gemeinde
La Sonnaz,Ledig,496,Gemeinde
La Sonnaz,Verheiratet,464,Gemeinde
La Sonnaz,Verwitwet,33,Gemeinde
La Sonnaz,Geschieden,85,Gemeinde
Bezirk See / District du Lac,Ledig,14939,Bezirk
Bezirk See / District du Lac,Verheiratet,16252,Bezirk
Bezirk See / District du Lac,Verwitwet,1576,Bezirk
Bezirk See / District du Lac,Geschieden,2546,Bezirk
Barberêche,Ledig,227,Gemeinde
Barberêche,Verheiratet,235,Gemeinde
Barberêche,Verwitwet,28,Gemeinde
Barberêche,Geschieden,37,Gemeinde
Courgevaux,Ledig,607,Gemeinde
Courgevaux,Verheiratet,658,Gemeinde
Courgevaux,Verwitwet,63,Gemeinde
Courgevaux,Geschieden,100,Gemeinde
Courlevon,Ledig,122,Gemeinde
Courlevon,Verheiratet,140,Gemeinde
Courlevon,Verwitwet,11,Gemeinde
Courlevon,Geschieden,20,Gemeinde
Courtepin,Ledig,1614,Gemeinde
Courtepin,Verheiratet,1737,Gemeinde
Courtepin,Verwitwet,129,Gemeinde
Courtepin,Geschieden,201,Gemeinde
Cressier (FR),Ledig,402,Gemeinde
Cressier (FR),Verheiratet,414,Gemeinde
Cressier (FR),Verwitwet,41,Gemeinde
Cressier (FR),Geschieden,75,Gemeinde
Fräschels,Ledig,162,Gemeinde
Fräschels,Verheiratet,248,Gemeinde
Fräschels,Verwitwet,19,Gemeinde
Fräschels,Geschieden,31,Gemeinde
Galmiz,Ledig,271,Gemeinde
Galmiz,Verheiratet,286,Gemeinde
Galmiz,Verwitwet,33,Gemeinde
Galmiz,Geschieden,55,Gemeinde
Gempenach,Ledig,124,Gemeinde
Gempenach,Verheiratet,143,Gemeinde
Gempenach,Verwitwet,9,Gemeinde
Gempenach,Geschieden,31,Gemeinde
Greng,Ledig,77,Gemeinde
Greng,Verheiratet,78,Gemeinde
Greng,Verwitwet,6,Gemeinde
Greng,Geschieden,16,Gemeinde
Gurmels,Ledig,1770,Gemeinde
Gurmels,Verheiratet,1970,Gemeinde
Gurmels,Verwitwet,163,Gemeinde
Gurmels,Geschieden,239,Gemeinde
Jeuss,Ledig,175,Gemeinde
Jeuss,Verheiratet,208,Gemeinde
Jeuss,Verwitwet,10,Gemeinde
Jeuss,Geschieden,22,Gemeinde
Kerzers,Ledig,2087,Gemeinde
Kerzers,Verheiratet,2235,Gemeinde
Kerzers,Verwitwet,192,Gemeinde
Kerzers,Geschieden,334,Gemeinde
Kleinbösingen,Ledig,238,Gemeinde
Kleinbösingen,Verheiratet,290,Gemeinde
Kleinbösingen,Verwitwet,30,Gemeinde
Kleinbösingen,Geschieden,44,Gemeinde
Lurtigen,Ledig,85,Gemeinde
Lurtigen,Verheiratet,73,Gemeinde
Lurtigen,Verwitwet,12,Gemeinde
Lurtigen,Geschieden,11,Gemeinde
Meyriez,Ledig,254,Gemeinde
Meyriez,Verheiratet,262,Gemeinde
Meyriez,Verwitwet,35,Gemeinde
Meyriez,Geschieden,41,Gemeinde
Misery-Courtion,Ledig,842,Gemeinde
Misery-Courtion,Verheiratet,821,Gemeinde
Misery-Courtion,Verwitwet,63,Gemeinde
Misery-Courtion,Geschieden,109,Gemeinde
Muntelier,Ledig,365,Gemeinde
Muntelier,Verheiratet,475,Gemeinde
Muntelier,Verwitwet,44,Gemeinde
Muntelier,Geschieden,71,Gemeinde
Murten,Ledig,2798,Gemeinde
Murten,Verheiratet,2861,Gemeinde
Murten,Verwitwet,378,Gemeinde
Murten,Geschieden,601,Gemeinde
Ried bei Kerzers,Ledig,450,Gemeinde
Ried bei Kerzers,Verheiratet,533,Gemeinde
Ried bei Kerzers,Verwitwet,40,Gemeinde
Ried bei Kerzers,Geschieden,72,Gemeinde
Salvenach,Ledig,252,Gemeinde
Salvenach,Verheiratet,275,Gemeinde
Salvenach,Verwitwet,22,Gemeinde
Salvenach,Geschieden,44,Gemeinde
Ulmiz,Ledig,177,Gemeinde
Ulmiz,Verheiratet,189,Gemeinde
Ulmiz,Verwitwet,19,Gemeinde
Ulmiz,Geschieden,29,Gemeinde
Villarepos,Ledig,281,Gemeinde
Villarepos,Verheiratet,248,Gemeinde
Villarepos,Verwitwet,37,Gemeinde
Villarepos,Geschieden,45,Gemeinde
Bas-Vully,Ledig,867,Gemeinde
Bas-Vully,Verheiratet,972,Gemeinde
Bas-Vully,Verwitwet,115,Gemeinde
Bas-Vully,Geschieden,166,Gemeinde
Haut-Vully,Ledig,510,Gemeinde
Haut-Vully,Verheiratet,673,Gemeinde
Haut-Vully,Verwitwet,62,Gemeinde
Haut-Vully,Geschieden,130,Gemeinde
Wallenried,Ledig,182,Gemeinde
Wallenried,Verheiratet,228,Gemeinde
Wallenried,Verwitwet,15,Gemeinde
Wallenried,Geschieden,22,Gemeinde
Bezirk Sense,Ledig,18340,Bezirk
Bezirk Sense,Verheiratet,19783,Bezirk
Bezirk Sense,Verwitwet,2033,Bezirk
Bezirk Sense,Geschieden,3039,Bezirk
Alterswil,Ledig,882,Gemeinde
Alterswil,Verheiratet,937,Gemeinde
Alterswil,Verwitwet,110,Gemeinde
Alterswil,Geschieden,117,Gemeinde
Brünisried,Ledig,291,Gemeinde
Brünisried,Verheiratet,291,Gemeinde
Brünisried,Verwitwet,39,Gemeinde
Brünisried,Geschieden,38,Gemeinde
Düdingen,Ledig,3272,Gemeinde
Düdingen,Verheiratet,3527,Gemeinde
Düdingen,Verwitwet,392,Gemeinde
Düdingen,Geschieden,603,Gemeinde
Giffers,Ledig,661,Gemeinde
Giffers,Verheiratet,702,Gemeinde
Giffers,Verwitwet,72,Gemeinde
Giffers,Geschieden,100,Gemeinde
Bösingen,Ledig,1358,Gemeinde
Bösingen,Verheiratet,1672,Gemeinde
Bösingen,Verwitwet,129,Gemeinde
Bösingen,Geschieden,222,Gemeinde
Heitenried,Ledig,605,Gemeinde
Heitenried,Verheiratet,631,Gemeinde
Heitenried,Verwitwet,59,Gemeinde
Heitenried,Geschieden,78,Gemeinde
Oberschrot,Ledig,550,Gemeinde
Oberschrot,Verheiratet,477,Gemeinde
Oberschrot,Verwitwet,76,Gemeinde
Oberschrot,Geschieden,82,Gemeinde
Plaffeien,Ledig,799,Gemeinde
Plaffeien,Verheiratet,888,Gemeinde
Plaffeien,Verwitwet,118,Gemeinde
Plaffeien,Geschieden,177,Gemeinde
Plasselb,Ledig,401,Gemeinde
Plasselb,Verheiratet,473,Gemeinde
Plasselb,Verwitwet,50,Gemeinde
Plasselb,Geschieden,97,Gemeinde
Rechthalten,Ledig,459,Gemeinde
Rechthalten,Verheiratet,490,Gemeinde
Rechthalten,Verwitwet,66,Gemeinde
Rechthalten,Geschieden,58,Gemeinde
St. Antoni,Ledig,825,Gemeinde
St. Antoni,Verheiratet,980,Gemeinde
St. Antoni,Verwitwet,86,Gemeinde
St. Antoni,Geschieden,123,Gemeinde
St. Silvester,Ledig,392,Gemeinde
St. Silvester,Verheiratet,458,Gemeinde
St. Silvester,Verwitwet,47,Gemeinde
St. Silvester,Geschieden,66,Gemeinde
St. Ursen,Ledig,598,Gemeinde
St. Ursen,Verheiratet,558,Gemeinde
St. Ursen,Verwitwet,62,Gemeinde
St. Ursen,Geschieden,87,Gemeinde
Schmitten (FR),Ledig,1782,Gemeinde
Schmitten (FR),Verheiratet,1866,Gemeinde
Schmitten (FR),Verwitwet,158,Gemeinde
Schmitten (FR),Geschieden,234,Gemeinde
Tafers,Ledig,1438,Gemeinde
Tafers,Verheiratet,1484,Gemeinde
Tafers,Verwitwet,154,Gemeinde
Tafers,Geschieden,210,Gemeinde
Tentlingen,Ledig,561,Gemeinde
Tentlingen,Verheiratet,595,Gemeinde
Tentlingen,Verwitwet,55,Gemeinde
Tentlingen,Geschieden,118,Gemeinde
Ueberstorf,Ledig,1011,Gemeinde
Ueberstorf,Verheiratet,1082,Gemeinde
Ueberstorf,Verwitwet,110,Gemeinde
Ueberstorf,Geschieden,154,Gemeinde
Wünnewil-Flamatt,Ledig,2280,Gemeinde
Wünnewil-Flamatt,Verheiratet,2496,Gemeinde
Wünnewil-Flamatt,Verwitwet,235,Gemeinde
Wünnewil-Flamatt,Geschieden,444,Gemeinde
Zumholz,Ledig,175,Gemeinde
Zumholz,Verheiratet,176,Gemeinde
Zumholz,Verwitwet,15,Gemeinde
Zumholz,Geschieden,31,Gemeinde
District de la Veveyse,Ledig,8069,Bezirk
District de la Veveyse,Verheiratet,7612,Bezirk
District de la Veveyse,Verwitwet,752,Bezirk
District de la Veveyse,Geschieden,1467,Bezirk
Attalens,Ledig,1530,Gemeinde
Attalens,Verheiratet,1381,Gemeinde
Attalens,Verwitwet,110,Gemeinde
Attalens,Geschieden,274,Gemeinde
Bossonnens,Ledig,693,Gemeinde
Bossonnens,Verheiratet,611,Gemeinde
Bossonnens,Verwitwet,59,Gemeinde
Bossonnens,Geschieden,131,Gemeinde
Châtel-Saint-Denis,Ledig,2900,Gemeinde
Châtel-Saint-Denis,Verheiratet,2708,Gemeinde
Châtel-Saint-Denis,Verwitwet,266,Gemeinde
Châtel-Saint-Denis,Geschieden,581,Gemeinde
Granges (Veveyse),Ledig,360,Gemeinde
Granges (Veveyse),Verheiratet,370,Gemeinde
Granges (Veveyse),Verwitwet,33,Gemeinde
Granges (Veveyse),Geschieden,71,Gemeinde
Remaufens,Ledig,461,Gemeinde
Remaufens,Verheiratet,476,Gemeinde
Remaufens,Verwitwet,34,Gemeinde
Remaufens,Geschieden,73,Gemeinde
Saint-Martin (FR),Ledig,464,Gemeinde
Saint-Martin (FR),Verheiratet,449,Gemeinde
Saint-Martin (FR),Verwitwet,58,Gemeinde
Saint-Martin (FR),Geschieden,63,Gemeinde
Semsales,Ledig,615,Gemeinde
Semsales,Verheiratet,601,Gemeinde
Semsales,Verwitwet,81,Gemeinde
Semsales,Geschieden,117,Gemeinde
Le Flon,Ledig,531,Gemeinde
Le Flon,Verheiratet,501,Gemeinde
Le Flon,Verwitwet,63,Gemeinde
Le Flon,Geschieden,80,Gemeinde
La Verrerie,Ledig,515,Gemeinde
La Verrerie,Verheiratet,515,Gemeinde
La Verrerie,Verwitwet,48,Gemeinde
La Verrerie,Geschieden,77,Gemeinde
Solothurn,Ledig,110681,Kanton
Solothurn,Verheiratet,118459,Kanton
Solothurn,Verwitwet,14499,Kanton
Solothurn,Geschieden,22767,Kanton
Bezirk Gäu,Ledig,8696,Bezirk
Bezirk Gäu,Verheiratet,9128,Bezirk
Bezirk Gäu,Verwitwet,923,Bezirk
Bezirk Gäu,Geschieden,1651,Bezirk
Egerkingen,Ledig,1422,Gemeinde
Egerkingen,Verheiratet,1572,Gemeinde
Egerkingen,Verwitwet,171,Gemeinde
Egerkingen,Geschieden,282,Gemeinde
Härkingen,Ledig,675,Gemeinde
Härkingen,Verheiratet,685,Gemeinde
Härkingen,Verwitwet,62,Gemeinde
Härkingen,Geschieden,111,Gemeinde
Kestenholz,Ledig,767,Gemeinde
Kestenholz,Verheiratet,818,Gemeinde
Kestenholz,Verwitwet,69,Gemeinde
Kestenholz,Geschieden,116,Gemeinde
Neuendorf,Ledig,878,Gemeinde
Neuendorf,Verheiratet,940,Gemeinde
Neuendorf,Verwitwet,78,Gemeinde
Neuendorf,Geschieden,160,Gemeinde
Niederbuchsiten,Ledig,485,Gemeinde
Niederbuchsiten,Verheiratet,491,Gemeinde
Niederbuchsiten,Verwitwet,40,Gemeinde
Niederbuchsiten,Geschieden,106,Gemeinde
Oberbuchsiten,Ledig,963,Gemeinde
Oberbuchsiten,Verheiratet,957,Gemeinde
Oberbuchsiten,Verwitwet,84,Gemeinde
Oberbuchsiten,Geschieden,182,Gemeinde
Oensingen,Ledig,2687,Gemeinde
Oensingen,Verheiratet,2684,Gemeinde
Oensingen,Verwitwet,294,Gemeinde
Oensingen,Geschieden,538,Gemeinde
Wolfwil,Ledig,819,Gemeinde
Wolfwil,Verheiratet,981,Gemeinde
Wolfwil,Verwitwet,125,Gemeinde
Wolfwil,Geschieden,156,Gemeinde
Bezirk Thal,Ledig,5977,Bezirk
Bezirk Thal,Verheiratet,6630,Bezirk
Bezirk Thal,Verwitwet,806,Bezirk
Bezirk Thal,Geschieden,1011,Bezirk
Aedermannsdorf,Ledig,234,Gemeinde
Aedermannsdorf,Verheiratet,258,Gemeinde
Aedermannsdorf,Verwitwet,27,Gemeinde
Aedermannsdorf,Geschieden,30,Gemeinde
Balsthal,Ledig,2506,Gemeinde
Balsthal,Verheiratet,2741,Gemeinde
Balsthal,Verwitwet,314,Gemeinde
Balsthal,Geschieden,457,Gemeinde
Gänsbrunnen,Ledig,46,Gemeinde
Gänsbrunnen,Verheiratet,38,Gemeinde
Gänsbrunnen,Verwitwet,4,Gemeinde
Gänsbrunnen,Geschieden,7,Gemeinde
Herbetswil,Ledig,220,Gemeinde
Herbetswil,Verheiratet,261,Gemeinde
Herbetswil,Verwitwet,24,Gemeinde
Herbetswil,Geschieden,28,Gemeinde
Holderbank (SO),Ledig,239,Gemeinde
Holderbank (SO),Verheiratet,284,Gemeinde
Holderbank (SO),Verwitwet,47,Gemeinde
Holderbank (SO),Geschieden,65,Gemeinde
Laupersdorf,Ledig,731,Gemeinde
Laupersdorf,Verheiratet,811,Gemeinde
Laupersdorf,Verwitwet,82,Gemeinde
Laupersdorf,Geschieden,110,Gemeinde
Matzendorf,Ledig,504,Gemeinde
Matzendorf,Verheiratet,638,Gemeinde
Matzendorf,Verwitwet,66,Gemeinde
Matzendorf,Geschieden,84,Gemeinde
Mümliswil-Ramiswil,Ledig,1049,Gemeinde
Mümliswil-Ramiswil,Verheiratet,1095,Gemeinde
Mümliswil-Ramiswil,Verwitwet,154,Gemeinde
Mümliswil-Ramiswil,Geschieden,146,Gemeinde
Welschenrohr,Ledig,448,Gemeinde
Welschenrohr,Verheiratet,504,Gemeinde
Welschenrohr,Verwitwet,88,Gemeinde
Welschenrohr,Geschieden,84,Gemeinde
Bezirk Bucheggberg,Ledig,3236,Bezirk
Bezirk Bucheggberg,Verheiratet,3516,Bezirk
Bezirk Bucheggberg,Verwitwet,402,Bezirk
Bezirk Bucheggberg,Geschieden,536,Bezirk
