hausnummer,latitude,longitude,name,ort,plz,strasse,typ
32/4,47.465386,9.044876,impo-wil-cc-ip,Wil,9500,Obere Bahnhofstrasse,impo
9,46.847933,9.506534,livique-chur,Chur,7000,Sommeraustrasse,livique
15,46.821409,6.938686,interdiscount-payerne-grand-rue,Payerne,1530,Grand-Rue,id
9,46.848222,9.506991,coop-bau-hobby-b-h-chur,Chur,7000,Sommeraustrasse,bh
132/134,47.565099,7.617904,coop-supermarkt-basel-baeumlihof,Basel,4058,Bäumlihofstrasse,retail
35,46.84746,9.508287,coop-supermarkt-chur-west,Chur,7000,Raschärenstrasse,retail
35,46.84746,9.508287,coop-restaurant-chur-west,Chur,7000,Raschärenstrasse,restaurant
 35,46.84746,9.508287,coop-vitality-chur,Chur,7000,Raschärenstrasse,vitality
35,46.84746,9.508287,impo-chur-city-west-ip,Chur,7000,Raschärenstrasse,impo
35,46.847478,9.508287,christ-chur-city-west-christ,Chur,7000,Raschärenstrasse,christ
45,47.551327,7.580621,coop-supermarkt-basel-bachletten,Basel,4051,Steinenring,retail
33,47.570795,7.632913,coop-supermarkt-riehen-rauracher,Riehen,4125,Rauracherstrasse,retail
20,47.555245,7.589984,pronto-basel-barfuesserplatz,Basel,4051,Streitgasse,pronto
18,47.554824,7.588694,coop-to-go-basel-barfuesserplatz-to-go,Basel,4051,Barfüsserplatz,togo
75,47.555649,7.590796,coop-supermarkt-city-basel-pfauen-food,Basel,4051,Freie Strasse,retail
75,47.555649,7.590796,coop-city-city-basel-pfauen,Basel,4051,Freie Strasse,city
75,47.555649,7.590796,coop-restaurant-basel-pfauen,Basel,4051,Freie Strasse,restaurant
15,47.555649,7.590796,per-piedi-city-basel-perpiedi,Basel,4001,Weisse Gasse,perpiedi
75,47.555649,7.590796,christ-basel-pfauen-christ,Basel,4001,Freie Strasse,christ
75,47.555649,7.590796,take-it-basel-city-pfauen-take-it,Basel,4002,Freie Strasse,takeit
75,47.555649,7.590796,impo-basel-pfauen-city-ip,Basel,4051,Freie Strasse,impo
37,46.849276,9.508894,interdiscount-chur,Chur,7000,Raschärenstrasse,id
159,47.546551,7.56512,coop-supermarkt-basel-neuweilerplatz,Basel,4054,Holeestrasse,retail
41,47.556039,7.588698,christ-basel-gerbergasse-christ,Basel,4001,Gerbergasse,christ
11,47.223533,7.099201,coop-supermarkt-tramelan,Tramelan,2720,Rue Haute,retail
5,47.557406,7.588157,impo-basel-gerbergasse-ip,Basel,4001,Gerbergasse,impo
4,47.557416,7.587785,coop-city-city-am-marktplatz,Basel,4001,Gerbergasse,city
19,47.557407,7.587758,impo-basel-am-marktplatz-ip,Basel,4001,Hutgasse,impo
4,47.557443,7.587798,coop-restaurant-basel-am-marktplatz,Basel,4001,Gerbergasse,restaurant
1,47.372309,9.195321,coop-supermarkt-degersheim,Degersheim,9113,Taastrasse,retail
15,47.557497,7.5874,coop-vitality-basel-hutgasse,Basel,4001,Hutgasse,vitality
19,47.557515,7.587254,coop-supermarkt-city-basel-marktplatz-food,Basel,4001,Hutgasse,retail
263,47.57563,7.634938,pronto-riehen,Riehen,4125,Äussere Baselstrasse,pronto
31,46.854275,9.513612,pronto-chur-ringstrasse,Chur,7000,Ringstrasse,pronto
8,46.824173,6.930928,coop-bau-hobby-b-l-payerne,Payerne,1530,Route de Bussy,bh
36,47.558873,7.587417,interdiscount-basel-markthof-xxl,Basel,4001,Marktplatz,id
22,47.562387,7.596409,coop-vitality-basel-st--clara,Basel,4058,Clarastrasse,vitality
41,47.562863,7.597022,coop-vitality-basel-europecenter,Basel,4058,Clarastrasse,vitality
41,47.562899,7.597009,ca-puccini-basel-europe-ca-puccini,Basel,4058,Clarastrasse,capuccini
43,47.563177,7.597621,coop-hotel-pullman-basel-europe,Basel,4058,Clarastrasse,hotel
32,47.55203,8.878773,pronto-frauenfeld-zuercherstrasse,Frauenfeld,8500,Zürcherstrasse,pronto
41,47.563294,7.597329,coop-supermarkt-basel-europe,Basel,4058,Clarastrasse,retail
23,47.561591,7.592793,impo-basel-greifengasse-ip,Basel,4058,Greifengasse,impo
11,47.561242,7.591795,christ-basel-greifengasse-christ,Basel,4058,Greifengasse,christ
3,47.561063,7.59121,coop-supermarkt-basel-greifengasse,Basel,4058,Greifengasse,retail
8,47.559584,7.587193,coop-supermarkt-basel-fischmaert,Basel,4051,Marktgasse,retail
200,47.56739,7.607148,pronto-basel-badischer-bahnhof,Basel,4058,Schwarzwaldallee,pronto
35,47.562447,7.591998,interdiscount-basel-webergasse,Basel,4058,Webergasse,id
127,47.551798,7.562409,coop-supermarkt-basel-wanderstrasse,Basel,4054,Wanderstrasse,retail
19,47.570327,7.609868,coop-supermarkt-basel-schorenweg,Basel,4058,Schorenweg,retail
31,47.567327,7.601061,coop-supermarkt-basel-mattenstrasse,Basel,4058,Maulbeerstrasse,retail
51/53,47.556392,7.571839,coop-supermarkt-basel-allschwilerstrasse,Basel,4055,Allschwilerstrasse,retail
7/9,47.585046,7.650605,coop-supermarkt-riehen-schmiedgasse,Riehen,4125,Schmiedgasse,retail
82,47.547091,7.54675,coop-restaurant-allschwil-letten,Allschwil,4123,Binningerstrasse,restaurant
86,47.547487,7.547282,interdiscount-allschwil,Allschwil (BL),4123,Binningerstrasse,id
84,47.547667,7.546805,coop-supermarkt-allschwil-letten-center,Allschwil,4123,Binningerstrasse,retail
22,46.825574,6.924493,pronto-payerne,Payerne,1530,Route de Bussy,pronto
5,46.85762,9.520169,coop-supermarkt-chur-kurfirsten,Chur,7000,Kurfirstenstrasse,retail
53,47.560659,7.57573,coop-supermarkt-basel-spalemaert,Basel,4055,Missionsstrasse,retail
57,47.560867,7.575305,coop-vitality-basel-pilger,Basel,4055,Missionsstrasse,vitality
25,46.847201,9.524041,pronto-chur-kasernenstrasse,Chur,7000,Kasernernstrasse,pronto
142,47.569104,7.590635,coop-supermarkt-basel-klybeck,Basel,4057,Klybeckstrasse,retail
4,47.56021,7.567371,coop-supermarkt-basel-helvetiaplatz,Basel,4055,Obwaldnerstrasse,retail
138,47.554363,8.895791,christ-frauenfeld-christ,Frauenfeld,8500,Zürcherstr.,christ
138,47.554098,8.896873,coop-supermarkt-frauenfeld-schlosspark,Frauenfeld,8500,Zürcherstrasse,retail
138,47.554098,8.896873,coop-restaurant-frauenfeld-schlosspark,Frauenfeld,8500,Zürcherstrasse,restaurant
138,47.554467,8.896179,coop-vitality-frauenfeld,Frauenfeld,8500,Zürcherstrasse,vitality
9,47.558519,7.559874,coop-supermarkt-allschwil-lindenplatz,Allschwil,4123,Lindenstrasse,retail
66,46.8591,9.526812,coop-supermarkt-chur-tittwiesen,Chur,7000,Tittwiesenstrasse,retail
1,47.316519,9.281924,coop-supermarkt-urnaesch,Urnäsch,9107,Schwägalpstrasse,retail
3,46.853155,9.529152,pronto-chur-bahnhof,Chur,7000,Bahnhof,pronto
28,47.551416,7.538191,coop-supermarkt-allschwil-dorf,Allschwil,4123,Baslerstrasse,retail
70,47.557064,8.895613,interdiscount-frauenfeld-bahnhofplatz,Frauenfeld,8500,Bahnhofstrasse,id
55,47.003055,6.951485,livique-neuchatel-portes-rouges,Neuchâtel,2000,Av. des Portes-Rouges,livique
70-72,47.557193,8.896121,impo-frauenfeld-ip,Frauenfeld,8501,Bahnhofplatz,impo
17,47.561225,8.887288,coop-supermarkt-frauenfeld-fallengatter,Frauenfeld,8500,Schaffhauserstrasse,retail
36,47.569127,7.579672,coop-supermarkt-basel-elsaesserstrasse,Basel,4056,Elsässerstrasse,retail
2,46.852436,9.53155,impo-chur-alexanderstrasse-cc-ip,Chur,7000,Alexanderstrasse,impo
8,46.852696,9.5316,coop-city-city-chur,Chur,7000,Alexanderstrasse,city
21,46.85191,9.531792,impo-chur-bahnhofstrasse-ip,Chur,7000,Bahnhofstrasse,impo
3,46.850328,9.53219,christ-chur-christ,Chur,7000,Poststrasse,christ
8,46.852864,9.532275,coop-supermarkt-city-chur-food,Chur,7000,Alexanderstrasse,retail
119,47.557443,7.546918,pronto-allschwil,Allschwil,4123,Hegenheimermattweg,pronto
40,47.008681,9.496972,pronto-bad-ragaz,Bad Ragaz,7310,Sarganserstrasse,pronto
62,47.577946,7.596508,pronto-basel-hochbergerstrasse,Basel,4057,Hochbergerstrasse,pronto
36,46.852443,9.534594,coop-supermarkt-chur-quader,Chur,7000,Quaderstrasse,retail
36,46.852443,9.534594,coop-restaurant-chur-quader,Chur,7000,Quaderstrasse,restaurant
10,46.995538,6.943717,interdiscount-neuchatel-la-maladiere-xxl,Neuchâtel,2000,Rue de Pierre-à-Mazel,id
,46.995637,6.943703,christ-neuchatel-maladiere-christ,Neuchâtel,2000,Rue Pierre-à-Mazel,christ
10,46.995592,6.943678,impo-neuchatel-la-maladiere-ip,Neuchâtel,2000,Pierre-à-Mazel,impo
10,46.995538,6.943639,coop-vitality-neuchatel,Neuchâtel,2000,rue Pierre-à-Mazel,vitality
3,47.435193,9.138804,pronto-uzwil,Uzwil,9240,Wattstrasse,pronto
10,46.995383,6.943219,coop-supermarkt-neuchatel-maladiere,Neuchâtel,2000,Rue de la Pierre-à-Mazel,retail
10,46.995383,6.943219,coop-restaurant-neuchatel-maladiere,Neuchâtel,2000,Rue de la Pierre-à-Mazel,restaurant
10,46.995383,6.943219,ca-puccini-neuchatel-maladiere-ca-pucci,Neuchâtel,2000,Rue de la Pierre-à-Mazel,capuccini
76,47.576766,7.591016,coop-supermarkt-basel-wiesenplatz,Basel,4057,Inselstrasse,retail
6/10,47.565954,7.562336,coop-supermarkt-basel-michelbacher,Basel,4055,Michelbacherstrasse,retail
,46.015811,8.912514,coop-supermarkt-bioggio,Bioggio,6934,Via Longa,retail
63,46.852725,9.535903,interdiscount-chur-quader,Chur,7000,Quaderstrasse,id
10,47.570681,7.573802,coop-supermarkt-basel-volta-zentrum,Basel,4056,Vogesenplatz,retail
10,47.570681,7.573802,coop-restaurant-basel-volta-zentrum,Basel,4056,Vogesenplatz,restaurant
5,47.003333,9.50216,coop-supermarkt-bad-ragaz,Bad Ragaz,7310,Freihofweg,retail
1,47.436161,9.139087,coop-supermarkt-uzwil,Uzwil,9240,Wattstrasse,retail
1,47.436188,9.139061,coop-restaurant-uzwil,Uzwil,9240,Wattstrasse,restaurant
10,47.573489,7.57963,pronto-novartis--nicht-oeffentlich-,Basel,4056,Fabrikstrasse,pronto
18,46.692931,6.913964,coop-supermarkt-romont,Romont,1680,Route de Belle Croix,retail
228,47.417444,9.169677,pronto-flawil,Flawil SG,9230,Wilerstrasse,pronto
228,47.417435,9.169717,pronto-kirchberg,Wil,9500,Wilerstrasse,pronto
,46.779252,9.544203,coop-supermarkt-churwalden,Churwalden,7075,Im Wiher,retail
3,46.997029,6.93692,pronto-neuchatel-gare,Neuchâtel,2000,Espace de l'Europe,pronto
5,46.021269,8.936605,coop-supermarkt-vezia,Vezia,6943,Via San Gottardo,retail
,46.996457,6.935847,coop-supermarkt-neuchatel-gare,Neuchâtel,2000,Gare de Neuchâtel,retail
28,47.074195,9.480931,coop-supermarkt-truebbach,Trübbach,9477,Hauptstrasse,retail
297,47.563859,8.908159,interdiscount-frauenfeld-thurgi,Frauenfeld,8500,Zürcherstrasse,id
4,47.413786,9.185622,coop-supermarkt-flawil,Flawil,9230,Schweissbrunnstrasse,retail
3,46.989937,6.930097,coop-supermarkt-city-neuchatel-food,Neuchâtel,2000,Rue des Epancheurs,retail
3,46.989937,6.930097,coop-city-city-neuchatel,Neuchâtel,2000,Rue des Epancheurs,city
3,46.989937,6.930097,coop-restaurant-neuchatel,Neuchâtel,2000,Rue des Epancheurs,restaurant
3,46.989937,6.930097,impo-ne-epancheurs-cc-ip,Neuchâtel,2000,Rues des Epancheurs,impo
18,47.445643,9.139708,coop-supermarkt-niederuzwil,Niederuzwil,9244,Henauer Strasse,retail
4,46.990574,6.929684,coop-supermarkt-neuchatel-la-treille,Neuchâtel,2000,Rue de la Treille,retail
4,46.990862,6.92976,interdiscount-neuchatel-rue-du-bassin,Neuchâtel,2000,Rue du Bassin,id
8,46.990977,6.929207,impo-neuchatel-rue-de-seyon-ip,Neuchâtel,2000,Rue du Seyon,impo
16,47.567418,8.90633,coop-supermarkt-frauenfeld-allmendcenter,Frauenfeld,8500,Juchstrasse,retail
,47.011936,9.511595,burger-burger-king-heidiland,Maienfeld,7304,A13,burger
,47.011597,9.511924,pronto-heidiland-raststaette,Maienfeld,7304,Autobahnraststätte,pronto
16,47.567669,8.906363,livique-frauenfeld,Frauenfeld,8500,Juchstrasse,livique
,47.011957,9.511937,marche-marche-heidiland,Maienfeld,7304,A13,marche
5,46.02854,8.967339,coop-vitality-canobbio,Canobbio,6952,Via Sonvico,vitality
26,46.012824,8.933017,coop-supermarkt-lugano-breganzona,Breganzona,6932,Via Vergiò,retail
5,46.028448,8.967453,pronto-canobbio-ipermecato-resega,Canobbio,6952,Via Sonvico,pronto
5,46.028352,8.96727,impo-canobbio-lugano-ip,Canobbio-Lugano,6952,Via Sonvico,impo
5,46.028385,8.96749,interdiscount-canobbio-lugano,Canobbio-Lugano,6952,Via Sonvico,id
79A,47.568529,8.90878,coop-bau-hobby-b-h-frauenfeld,Frauenfeld,8500,Langfeldstrasse,bh
5,46.028321,8.967566,coop-supermarkt-canobbio-ipermercato-resega,Canobbio,6952,Via Sonvico,retail
5,46.028321,8.967566,coop-restaurant-canobbio-ipermercato-resega,Canobbio,6952,Via Sonvico,restaurant
,47.593702,7.603522,coop-hotel-marche-bistro-basel-weil,Basel,4016,A2 / A5 (Richtung Basel),hotel
2,45.997334,8.902618,coop-supermarkt-agno,Agno,6982,Via Peschiera,retail
1,47.153488,7.000012,coop-supermarkt-saint-imier,Saint-Imier,2610,Place du 16 Mars,retail
,46.761817,6.890347,coop-supermarkt-granges-marnand,Granges-Marnand,1523,Chemin des Echelles,retail
1,46.761969,6.890136,pronto-granges-pres-marnand,Granges prés Marnand,1523,Avenue de la Gare,pronto
4,47.066166,9.498232,coop-supermarkt-balzers,Balzers,9496,Fabrikstrasse,retail
77,47.068581,9.497495,pronto-balzers-fl,Balzers,9496,im Gagoz,pronto
12,47.473171,9.112539,coop-supermarkt-zuzwil-herbergmarkt,Zuzwil,9524,Herbergstrasse,retail
5,46.017297,8.958398,coop-supermarkt-lugano-nord,Lugano,6904,Via Beltramina,retail
3,46.019964,8.969424,coop-supermarkt-lugano-pregassona,Pregassona,6963,Via Cassone,retail
2,46.185804,7.207839,coop-supermarkt-leytron,Leytron,1912,Route de Saillon,retail
12,45.985302,8.890371,pronto-magliaso,Magliaso,6983,Via Cantonale,pronto
17,45.985279,8.890783,coop-supermarkt-magliaso,Magliaso,6983,Via Cantonale,retail
2,46.172382,7.221388,coop-supermarkt-riddes,Riddes,1908,Rue de Pré-Giroud,retail
137,46.988209,6.90987,coop-supermarkt-neuchatel-vauseyon,Neuchâtel,2006,Rue des Poudrières,retail
1,46.008043,8.95215,interdiscount-lugano-via-ginevra,Lugano,6900,Via Ginevra,id
16,47.357464,9.284717,coop-supermarkt-waldstatt,Waldstatt,9104,Dorfstrasse,retail
1A,47.689584,8.495977,coop-supermarkt-neunkirch,Neunkirch,8213,Bahnhofstrasse,retail
5,46.00431,8.950743,christ-lugano-via-soave-christ,Lugano,6900,Via Soave,christ
1,46.009811,8.965098,coop-vitality-viganello,Viganello,6962,Via Molinazzo,vitality
22,46.002856,8.949812,impo-lugano-via-nassa-ip,Lugano,6900,Via Nassa,impo
1,46.009529,8.964677,coop-supermarkt-lugano-viganello,Viganello,6962,Via Molinazzo,retail
29,45.973689,8.879701,coop-supermarkt-caslano,Caslano,6987,Via Stazione,retail
22,46.002792,8.949849,coop-supermarkt-city-lugano-food,Lugano,6900,Via Nassa,retail
22,46.002792,8.949849,coop-city-city-lugano,Lugano,6900,Via Nassa,city
22,46.002659,8.949716,coop-restaurant-lugano,Lugano,6900,Via Nassa,restaurant
56,47.69786,8.460611,coop-supermarkt-hallau,Hallau,8215,Hauptstrasse,retail
2,46.919582,9.562875,pronto-zizers,Zizers,7205,Rappagugg,pronto
15,46.00211,8.949714,christ-lugano-via-nassa-christ,Lugano,6900,Via Nassa,christ
2,46.971283,9.551447,pronto-landquart,Landquart,7302,Tardis,pronto
37,47.122579,9.489949,coop-supermarkt-sevelen,Sevelen,9475,Bahnhofstrasse,retail
38,46.202888,7.167992,coop-supermarkt-ovronnaz,Ovronnaz,1911,Route des Muverans,retail
5,46.966855,9.556347,coop-supermarkt-landquart,Landquart,7302,Werkstättestrasse,retail
5,46.966855,9.556347,coop-restaurant-landquart,Landquart,7302,Werkstättestrasse,restaurant
28,47.166941,9.466477,pronto-buchs,Buchs,9470,St. Gallerstrasse,pronto
1,46.936861,9.565687,coop-supermarkt-zizers,Zizers,7205,Kronengasse,retail
11,47.365527,7.154837,coop-supermarkt-saint-ursanne,Saint-Ursanne,2882,Rue du 23 Juin,retail
26,47.376677,9.279383,pronto-herisau,Herisau,9100,Alpsteinstrasse,pronto
54,47.680135,8.606475,coop-supermarkt-neuhausen-schuetzengut,Neuhausen am Rheinfall,8212,Zollstrasse,retail
1,46.988571,6.891318,coop-supermarkt-peseux,Peseux,2034,Rue des Uttins,retail
43,47.16593,9.473299,impo-buchs-sg-ip,Buchs,9470,Bahnhofstrasse,impo
40,47.166291,9.47322,coop-supermarkt-buchs-sg,Buchs,9470,Bahnhofstrasse,retail
30a,47.16651,9.474548,interdiscount-buchs-sg,Buchs,9470,Bahnhofstrasse,id
82,47.417672,9.236687,pronto-gossau-moos-center,Gossau,9200,Wilerstrasse,pronto
24,47.20978,7.000646,coop-supermarkt-les-breuleux,Les Breuleux,2345,Rue de la Gare,retail
9,47.682841,8.619974,coop-supermarkt-neuhausen-posthof,Neuhausen,8212,Poststrasse,retail
2,47.386449,9.278687,coop-supermarkt-herisau,Herisau,9100,Gossauer Strasse,retail
,46.300188,7.051333,coop-supermarkt-villars-sur-ollon,Villars-sur-Ollon,1884,En Grand Pont,retail
2,47.413605,9.249406,coop-bau-hobby-b-h-gossau,Gossau,9200,Poststrasse,bh
2,47.696198,8.575735,coop-supermarkt-beringen,Beringen,8222,Schaffhauserstrasse,retail
17,45.974812,8.928249,pronto-grancia-centro-lugano-sud,Grancia,6916,Via Cantonale,pronto
1,45.973235,8.927058,coop-supermarkt-lugano-sud,Grancia,6916,Via Cantonale,retail
,46.342558,7.011284,coop-supermarkt-leysin,Leysin,1854,Cime de L'Est A,retail
75,47.416739,9.251514,impo-gossau-sg-ip,Gossau,9200,St. Gallerstrasse,impo
75,47.41673,9.251527,coop-supermarkt-gossau-sg,Gossau,9200,St.Gallerstrasse,retail
75,47.41673,9.251527,coop-restaurant-gossau-sg,Gossau,9200,St. Gallerstrasse,restaurant
75,47.416784,9.251529,coop-vitality-gossau,Gossau,9200,St.Gallerstrasse,vitality
7,46.520451,6.903541,coop-supermarkt-chatel-st-denis,Châtel-Saint-Denis,1618,Route Pra-de-Plan,retail
238,47.694104,8.604625,pronto-beringen,Beringen,8222,Schauffhauserstrasse,pronto
3,46.970043,6.86964,pronto-colombier,Colombier,2013,Allée au Port,pronto
29,47.684341,8.660218,pronto-langwiesen,Langwiesen,8246,Hauptstrasse,pronto
2,46.845969,6.843248,coop-supermarkt-estavayer-le-lac,Estavayer-Le-Lac,1470,Avenue de la Gare,retail
12,47.057394,6.893077,coop-vitality-fontainemelon,Fontainemelon,2052,Av. Robert,vitality
12,47.057565,6.893088,coop-supermarkt-fontainemelon,Fontainemelon,2052,Avenue Robert,retail
30,47.69069,8.647417,coop-restaurant-feuerthalen-rhymarkt,Feuerthalen,8245,Schützenstrasse,restaurant
30,47.690793,8.646979,interdiscount-feuerthalen-id,Feuerthalen,8245,Schützenstrasse,id
30,47.690699,8.647417,coop-supermarkt-feuerthalen-rhymarkt,Feuerthalen,8245,Schützenstrasse,retail
32,47.690699,8.647417,coop-bau-hobby-b-h-feuerthalen-rhymarkt,Feuerthalen,8245,Schützenstrasse,bh
 30,47.690829,8.647007,coop-vitality-feuerthalen,Feuerthalen,8245,Schützenstrasse,vitality
31,47.106876,9.531902,interdiscount-vaduz,Vaduz,9490,Sägagass,id
238,47.413577,9.270625,pronto-gossau-st--gallerstrasse,Gossau,9200,St. Gallerstrasse,pronto
1,46.707533,6.839452,coop-supermarkt-lucens,Lucens,1522,Place de la Couronne,retail
1,47.696364,8.633597,coop-supermarkt-schaffhausen-fronwagplatz,Schaffhausen,8200,Fronwagplatz,retail
69,47.696283,8.634502,coop-restaurant-schaffhausen,Schaffhausen,8201,Vordergasse,restaurant
69,47.696301,8.634489,coop-supermarkt-city-schaffhausen-food,Schaffhausen,8200,Vordergasse,retail
69,47.696301,8.634489,coop-city-city-schaffhausen,Schaffhausen,8200,Vordergasse,city
69,47.696301,8.634489,impo-sh-vordergasse-cc-ip,Schaffhausen,8200,Vordergasse,impo
117,47.154391,9.510295,coop-supermarkt-vaduz-muehleholz,Vaduz,9490,Landstrasse,retail
27,47.697553,8.633424,impo-schaffhausen-fronwagplatz-ip,Schaffhausen,8200,Fronwagplatz,impo
19,47.143778,9.517006,pronto-vaduz-fl,Vaduz,9490,Landstrasse,pronto
29,47.698146,8.632665,pronto-schaffhausen-bahnhof,Schaffhausen,8200,Bahnhofstrasse,pronto
21A,46.965739,6.854456,coop-supermarkt-colombier,Colombier,2013,Route de Sombacour,retail
33,47.698552,8.634286,interdiscount-schaffhausen-vorstadt,Schaffhausen,8200,Vorstadt,id
20,47.140192,9.520757,coop-supermarkt-vaduz-staedtlemarkt,Vaduz FL,9490,Aeulestrasse,retail
169,47.703931,8.615687,coop-supermarkt-schaffhausen-riet,Schaffhausen,8200,Rietstrasse,retail
13,46.943698,6.845291,coop-supermarkt-cortaillod,Cortaillod,2016,Rue de la Fin,retail
4,47.256808,6.999138,coop-supermarkt-saignelegier,Saignelégier,2350,Rue des Rangiers,retail
303,47.439857,9.254569,pronto-arnegg,Arnegg,9212,Bischofszellerstrasse,pronto
27,46.149363,7.175143,coop-supermarkt-saxon,Saxon,1907,Rue de Gottefrey,retail
1,47.703042,8.645433,coop-supermarkt-schaffhausen-gruben,Schaffhausen,8200,Im Gruben,retail
9,47.175364,9.509841,coop-supermarkt-schaan,Schaan FL,9494,Im Rietacker,retail
4,46.949883,6.83763,coop-supermarkt-boudry,Boudry,2017,Rue Oscar Huguenin,retail
462,47.408095,9.304509,interdiscount-st-gallen-stadion-xxl,St. Gallen,9015,Shopping Arena / Zürcherstrasse,id
462,47.407856,9.304845,christ-st--gallen-zuercherstrasse-ch,St. Gallen,9015,Zürcherstrasse,christ
23,45.955175,8.948199,coop-supermarkt-melide,Melide,6815,Via Cantonale,retail
462,47.408625,9.306833,coop-supermarkt-st--gallen-shopping-arena,St. Gallen,9015,Zürcherstrasse,retail
1,47.211211,9.494301,pronto-haag-center,Haag,9469,Rüti,pronto
19,46.466595,6.894321,coop-supermarkt-blonay,Blonay,1807,Route du Village,retail
80,46.43663,6.909741,pronto-montreux-am-bahnhof,Montreux,1820,Rue des Alpes,pronto
,47.212116,9.495049,coop-supermarkt-haag,Haag,9469,Rüti,retail
32,47.65325,8.853312,coop-supermarkt-stein-am-rhein,Stein am Rhein,8260,Kaltenbacherstrasse,retail
4,46.431537,6.911313,coop-supermarkt-montreux,Montreux,1820,Rue de la Paix,retail
26,46.432801,6.910403,christ-montreux-christ,Montreux,1820,Grand Rue,christ
,47.213013,9.495718,coop-vitality-haag-center,Haag,9469,Im Rüti,vitality
,47.213013,9.495718,impo-haag-ip,Haag,9469,Im Rüti,impo
7,47.408079,9.311625,livique-st--gallen,St. Gallen-Winkeln,9015,Breitfeldstrasse,livique
,47.213462,9.495748,christ-haag-christ,Haag,9469,Haag Center,christ
,47.213462,9.495775,interdiscount-haag,Haag,9469,Haag-Center,id
6B,46.431737,6.909841,interdiscount-montreux,Montreux,1820,Place du Marché,id
4,47.409146,9.314061,lumimart-st--gallen,St. Gallen,9015,Bionstrasse,lumimart
4,47.22439,6.956268,coop-supermarkt-le-noirmont,Le Noirmont,2340,Rue du Marché,retail
2,46.097394,7.22532,coop-supermarkt-verbier,Verbier,1936,Rue du Centre Sportif,retail
28,47.687124,8.753831,coop-supermarkt-diessenhofen,Diessenhofen,8253,Bahnhofstrasse,retail
2,46.398281,6.925406,coop-supermarkt-villeneuve,Villeneuve,1844,Rue du Collège,retail
6,47.601755,9.000537,coop-supermarkt-muellheim,Müllheim,8555,Frauenfelderstrasse,retail
117,46.385027,6.93259,livique-villeneuve,Villeneuve,1844,Chemin de la Confrérie,livique
4,45.953906,8.965565,coop-supermarkt-bissone-py,Bissone,6816,Via Campione,retail
35,46.150947,7.146298,pronto-fully,Fully,1926,Chemin de la Maraiche,pronto
33,46.150973,7.145598,coop-supermarkt-fully,Fully,1926,ch. de la Maraîches,retail
13,47.33363,9.407329,coop-supermarkt-appenzell,Appenzell,9050,Zielstrasse,retail
8,46.928959,6.812285,coop-supermarkt-bevaix,Bevaix,2022,Chemin de Closel,retail
3,47.7467,8.480622,coop-supermarkt-schleitheim,Schleitheim,8226,Schaffhauserstrasse,retail
18,46.3839,6.924216,coop-bau-hobby-b-l-rennaz,Rennaz,1847,Pré-De-La-Croix,bh
18,46.3839,6.924203,coop-supermarkt-rennaz,Rennaz,1847,Pré-De-La-Croix,retail
10,46.383055,6.922261,pronto-rennaz-riviera,Rennaz,1847,Pré-de-la-Croix,pronto
18,47.565828,9.096957,interdiscount-weinfelden-thurmarkt,Weinfelden,8570,Fichtenstrasse,id
18,47.565837,9.096958,pronto-weinfelden-thurmarkt,Weinfelden,8570,Fichtenstrasse,pronto
18,47.566315,9.096933,coop-supermarkt-weinfelden-thurmarkt,Weinfelden,8570,Fichtenstrasse,retail
18,47.566315,9.096933,coop-restaurant-weinfelden-thurmarkt,Weinfelden,8570,Fichtenstrasse,restaurant
18,47.566315,9.096933,impo-weinfelden-thurmarkt-ip,Weinfelden,8570,Fichenstrasse,impo
18,47.566649,9.096797,coop-vitality-weinfelden,Weinfelden,8570,Fichtenstrasse,vitality
28,46.318967,6.96517,coop-supermarkt-aigle,Aigle,1860,Rue du Rhône,retail
10,47.721378,8.665524,coop-supermarkt-schaffhausen-herblingen,Schaffhausen,8207,Stüdliackerstrasse,retail
2A,46.668215,6.800228,coop-supermarkt-moudon,Moudon,1510,Avenue de Cerjat,retail
18,47.42462,7.127049,pronto-porrentruy,Porrentruy,2900,Route de Courgenay,pronto
204,47.41253,9.336063,coop-vitality-st--gallen-lerchenfeld,St. Gallen,9014,Zürcherstrasse,vitality
1,46.316874,6.96376,pronto-aigle-gare,Aigle,1860,Place de la gare,pronto
204,47.412709,9.336109,coop-supermarkt-st--gallen-lerchenfeld,St. Gallen Lerchenfeld,9014,Zürcherstrasse,retail
,46.377073,6.918458,interdiscount-rennaz-riviera,Rennaz,1847,Centre Commercial Riviera,id
15,47.207903,9.526616,pronto-eschen-fl,Eschen,9492,Essanestrasse,pronto
9,47.4258,7.124087,coop-supermarkt-coop-alle,Alle,2942,Route de Porrentruy,retail
29,46.570772,6.821505,coop-bau-hobby-b-l-oron-la-ville,Oron-La-Ville,1610,Route de Lausanne,bh
31,46.570631,6.82028,coop-supermarkt-oron-la-ville,Oron-La-Ville,1610,Route de Lausanne,retail
31,46.570631,6.82028,coop-restaurant-oron-la-ville,Oron-La-Ville,1610,Route de Lausanne,restaurant
5,47.490498,9.237901,coop-supermarkt-bischofszell,Bischofszell,9220,Niederbürerstrasse,retail
8,46.250387,7.013629,coop-supermarkt-bex,Bex,1880,Ruelle du Marché,retail
17,47.415133,9.353333,pronto-st-gallen-fuerstenlandstrasse,St. Gallen,9000,Fürstenlandstrasse,pronto
