Rubrik,Name,Bank,Vorname,Strasse + Nr,PLZ,Ort,Telefon 1
Bank Sparkasse:,Raiffeisenbank Surbtal-Wehntal Genossenschaft,Raiffeisenbank Surbtal-Wehntal Genossenschaft,,Wehntalerstr. 19,8165,Schöfflisdorf,* 056 266 57 00
Bank Sparkasse:,Bank Leerau,Bank Leerau,,Dorfstr. 38,5040,Schöftland,* 062 739 38 38
Bank Sparkasse:,Raiffeisenbank Reitnau-Rued Genossenschaft,Raiffeisenbank Reitnau-Rued Genossenschaft,,Dorfstr. 4,5040,Schöftland,062 739 10 40
Bank Sparkasse:,Valiant Bank AG,Valiant Bank,,Dorfstr. 1,5040,Schöftland,* 062 739 25 25
,Bank Leerau,Bank Leerau,,Dorfstr. 38,5040,Schöftland,* 062 739 38 38
,Valiant Bank AG,Valiant Bank,,Dorfstr. 1,5040,Schöftland,* 062 739 25 25
,Baloise Bank SoBa AG,Baloise Bank SoBa,,Gösgerstr. 2,5012,Schönenwerd,058 285 33 33
Bank Sparkasse:,Baloise Bank SoBa AG,Baloise Bank SoBa,,Gösgerstr. 2,5012,Schönenwerd,058 285 33 33
Bank Sparkasse:,Raiffeisenbank Mittelthurgau Genossenschaft,Raiffeisenbank Mittelthurgau Genossenschaft,,Buhwilerstr. 2,8577,Schönholzerswilen,* 071 626 99 00
Bank Sparkasse:,BEKB | BCBE Schönried,BEKB | BCBE Schönried,,Dorfstr. 61,3778,Schönried,* 033 744 52 11
Bank Sparkasse:,SB Saanen Bank AG,SB Saanen Bank,,Dorfstr. 61,3778,Schönried,033 744 02 90
,SB Saanen Bank AG,SB Saanen Bank,,Dorfstr. 61,3778,Schönried,033 744 02 90
Bank Sparkasse:,Raiffeisenbank Luzerner Landschaft Nordwest Genossenschaft,Raiffeisenbank Luzerner Landschaft Nordwest Genossenschaft,,Dorfchärn 2,6247,Schötz,* 041 984 25 25
Bank Sparkasse:,Valiant Bank AG,Valiant Bank,,Ohmstalerstr. 9,6247,Schötz,041 984 22 22
,Valiant Bank AG,Valiant Bank,,Ohmstalerstr. 9,6247,Schötz,041 984 22 22
Bank Sparkasse:,Raiffeisenbank Grauholz Genossenschaft,Raiffeisenbank Grauholz Genossenschaft,,Dorfstr. 2,3054,Schüpfen,031 850 08 50
Bank Sparkasse:,UBS Switzerland AG,UBS Switzerland,,Dorfstr. 17,3054,Schüpfen,* 031 879 67 11
Bank Sparkasse:,Clientis EB Entlebucher Bank,Clientis EB Entlebucher Bank,,Hauptstr. 32,6170,Schüpfheim,041 208 08 08
Bank Sparkasse:,Luzerner Kantonalbank AG,Luzerner Kantonalbank,,Hauptstr. 31,6170,Schüpfheim,* 0844 82 28 11
Bank Sparkasse:,Raiffeisenbank im Entlebuch,Raiffeisenbank im Entlebuch,,Bahnhofstr. 6,6170,Schüpfheim,* 041 487 90 00
,Clientis EB Entlebucher Bank,Clientis EB Entlebucher Bank,,Hauptstr. 32,6170,Schüpfheim,041 208 08 08
Bank Sparkasse:,Glarner Kantonalbank,Glarner Kantonalbank,,Hauptstr. 67,8762,Schwanden GL,* 0844 77 37 73
Bank Sparkasse:,GRB Glarner Regionalbank Genossenschaft,GRB Glarner Regionalbank Genossenschaft,,Bahnhofstr. 25,8762,Schwanden GL,* 055 647 34 50
Bank Sparkasse:,Raiffeisenbank Regio Uzwil,Raiffeisenbank Regio Uzwil,,Wiler Strasse 37,9536,Schwarzenbach SG,* 071 955 65 65
Bank Sparkasse:,Bank Gantrisch Genossenschaft,Bank Gantrisch Genossenschaft,,Bahnhofstr. 2,3150,Schwarzenburg,* 031 734 20 20
Bank Sparkasse:,BEKB | BCBE Schwarzenburg,BEKB | BCBE Schwarzenburg,,Bernstr. 10,3150,Schwarzenburg,* 031 732 46 20
Bank Sparkasse:,Raiffeisenbank Schwarzwasser Genossenschaft,Raiffeisenbank Schwarzwasser Genossenschaft,,Bahnhofstr. 10,3150,Schwarzenburg,* 031 734 55 55
,Bank Gantrisch Genossenschaft,Bank Gantrisch Genossenschaft,,Bahnhofstr. 2,3150,Schwarzenburg,* 031 734 20 20
Bank Sparkasse:,CREDIT SUISSE AG,CREDIT SUISSE,,Postpl. 11,6430,Schwyz,* 041 819 61 11
Bank Sparkasse:,family-net.ch,family-net.ch,,Schmiedgasse 30,6430,Schwyz,* 041 819 79 88
Bank Sparkasse:,Migros Bank,Migros Bank,,Hauptpl. 7,6430,Schwyz,* 0848 84 54 00
Bank Sparkasse:,Raiffeisenbank Rigi,Raiffeisenbank Rigi,,Postpl. 5,6430,Schwyz,* 041 859 19 19
Bank Sparkasse:,Schwyzer Kantonalbank,Schwyzer Kantonalbank,,Oberer Steisteg 8,6430,Schwyz,* 058 800 20 20
Bank Sparkasse:,Sparkasse Schwyz AG,Sparkasse Schwyz,,Herrengasse 23,6430,Schwyz,* 041 819 02 50
Bank Sparkasse:,UBS Switzerland AG,UBS Switzerland,,Oberer Steisteg 20,6430,Schwyz,* 041 819 52 52
,Migros Bank,Migros Bank,,Hauptpl. 7,6430,Schwyz,* 0848 84 54 00
Bank Sparkasse:,CREDIT SUISSE AG,CREDIT SUISSE,,Stradun,7550,Scuol,* 081 861 02 11
Bank Sparkasse:,Raiffeisen Engiadina Val Müstair Genossenschaft,Raiffeisen Engiadina Val Müstair Genossenschaft,,Stradun 319,7550,Scuol,* 081 836 31 31
Bank Sparkasse:,Raiffeisenbank Vierwaldstättersee-Süd Genossenschaft,RAIFFEISENBANK Vierwaldstättersee-Süd Genossenschaft,,Tanzpl. 4,6377,Seelisberg,041 820 28 82
Bank Sparkasse:,Urner Kantonalbank,Urner Kantonalbank,,Bahnhofpl. 1,6377,Seelisberg,* 041 875 60 00
Bank Sparkasse:,Aargauische Kantonalbank,Aargauische Kantonalbank,,Unterdorfstr. 4,5707,Seengen,062 767 90 80
Bank Sparkasse:,Neue Aargauer Bank AG,Neue Aargauer Bank,,Schulstr. 3,5707,Seengen,* 062 777 70 70
Bank Sparkasse:,Valiant Bank AG,Valiant Bank,,Poststr. 1,5707,Seengen,* 062 777 25 26
,Neue Aargauer Bank AG,Neue Aargauer Bank,,Schulstr. 3,5707,Seengen,* 062 777 70 70
,Valiant Bank AG,Valiant Bank,,Poststr. 1,5707,Seengen,* 062 777 25 26
Bank Sparkasse:,Raiffeisenbank Gilgenberg Genossenschaft,Raiffeisenbank Gilgenberg Genossenschaft,,Dorfstr. 5,4206,Seewen SO,* 061 795 96 96
Bank Sparkasse:,Spar + Leihkasse Gürbetal AG,Spar + Leihkasse Gürbetal,,Dorfstr. 16,3662,Seftigen,* 031 808 19 18
Bank Sparkasse:,Raiffeisenbank Weissenstein Genossenschaft,Raiffeisenbank Weissenstein Genossenschaft,,Schulhausstr. 4,2545,Selzach,* 032 625 01 01
Bank Sparkasse:,Luzerner Kantonalbank AG,Luzerner Kantonalbank,,Stadtstr. 2,6204,Sempach,* 0844 82 28 11
Bank Sparkasse:,Valiant Bank AG,Valiant Bank,,Oberstadt 10,6204,Sempach,041 460 14 44
,Valiant Bank AG,Valiant Bank,,Oberstadt 10,6204,Sempach,041 460 14 44
Bank Sparkasse:,Triba Partner Bank AG,Triba Partner Bank,,Bahnhofstr. 9,6203,Sempach Station,* 041 469 70 20
,Triba Partner Bank AG,Triba Partner Bank,,Bahnhofstr. 9,6203,Sempach Station,* 041 469 70 20
Bank Sparkasse:,Raiffeisenbank Sennwald Genossenschaft,Raiffeisenbank Sennwald Genossenschaft,,Äugstisriet 7,9466,Sennwald,081 750 40 40
Bank Sparkasse:,Hypothekarbank Lenzburg AG,Hypothekarbank Lenzburg,,Seetalstr. 47,5703,Seon,062 769 78 40
Bank Sparkasse:,Valiant Bank AG,Valiant Bank,,Oberdorfstr. 1A,5703,Seon,* 062 775 31 55
,Valiant Bank AG,Valiant Bank,,Oberdorfstr. 1A,5703,Seon,* 062 775 31 55
Bank Sparkasse:,Raiffeisenbank in Seuzach,Raiffeisenbank in Seuzach,,Stationsstr. 24,8472,Seuzach,* 052 320 02 40
Bank Sparkasse:,Zürcher Kantonalbank,Zürcher Kantonalbank,,Birchstr. 4,8472,Seuzach,* 0844 84 38 23
Bank Sparkasse:,St.Galler Kantonalbank AG,St.Galler Kantonalbank,,Bahnhofstr. 42,9475,Sevelen,081 783 10 11
Bank Sparkasse:,Bank Linth LLB AG,Bank Linth LLB,,Zürcherstr. 4,8854,Siebnen,* 0844 11 44 11
Bank Sparkasse:,Schwyzer Kantonalbank,Schwyzer Kantonalbank,,Glarnerstr. 7,8854,Siebnen,* 058 800 20 20
,Bank Linth LLB AG,Bank Linth LLB,,Zürcherstr. 4,8854,Siebnen,* 055 450 25 61
Bank Sparkasse:,Raiffeisenbank Siegershausen Genossenschaft,Raiffeisenbank Siegershausen Genossenschaft,,Postweg 1,8573,Siegershausen,071 698 60 10
Bank Sparkasse:,Raiffeisenbank Oberes Emmental,Raiffeisenbank Oberes Emmental,,Dorfstr. 49,3534,Signau,* 034 409 49 49
Bank Sparkasse:,Valiant Bank,Valiant Bank,,Dorfstr. 19,3534,Signau,* 034 497 12 49
,Valiant Bank,Valiant Bank,,Dorfstr. 19,3534,Signau,* 034 497 12 49
,AEK BANK 1826,AEK BANK 1826,,Sigriswilstr. 154,3655,Sigriswil,* 033 227 31 00
Bank Sparkasse:,AEK BANK 1826,AEK BANK 1826,,Sigriswilstr. 154,3655,Sigriswil,* 033 227 31 00
Bank Sparkasse:,Raiffeisenbank Belalp-Simplon Genossenschaft,Raiffeisenbank Belalp-Simplon Genossenschaft,,Alte Simplonstr. 35,3907,Simplon Dorf,027 979 12 21
Bank Sparkasse:,Aargauische Kantonalbank,Aargauische Kantonalbank,,Luzernerstr. 20,5643,Sins,* 041 789 71 11
Bank Sparkasse:,Neue Aargauer Bank AG,Neue Aargauer Bank,,Luzernerstr. 1,5643,Sins,* 041 789 71 60
Bank Sparkasse:,Raiffeisenbank Oberfreiamt Genossenschaft,Raiffeisenbank Oberfreiamt Genossenschaft,,Luzernerstr. 14,5643,Sins,* 056 675 86 00
,Neue Aargauer Bank AG,Neue Aargauer Bank,,Luzernerstr. 1,5643,Sins,* 041 789 71 60
Autoleasing:,BANK-now AG Sitten,BANK-now Sitten,,rue des Vergers 1,1950,Sion,058 900 62 70
"Automobile, Leasing:",BANK-now SA Sion,BANK-now SA Sion,,rue des Vergers 1,1950,Sion,058 900 62 70
"Automobile, Leasing:",Cembra Money Bank SA,Cembra Money Bank SA,,av. des Mayennets 5,1950,Sion,027 329 26 40
Bank Sparkasse:,BANK-now AG Sitten,BANK-now Sitten,,rue des Vergers 1,1950,Sion,058 900 62 70
Bankdienstleistung:,BANK-now AG Sitten,BANK-now Sitten,,rue des Vergers 1,1950,Sion,058 900 62 70
,BANK-now AG Sitten,BANK-now Sitten,,rue des Vergers 1,1950,Sion,058 900 62 70
,BANK-now SA Sion,BANK-now SA Sion,,rue des Vergers 1,1950,Sion,058 900 62 70
Banque:,BANK-now SA Sion,BANK-now SA Sion,,rue des Vergers 1,1950,Sion,058 900 62 70
Banque:,Banque Migros,Banque Migros,,av. de France 10,1950,Sion,* 0848 84 54 00
Banque:,Cembra Money Bank SA,Cembra Money Bank SA,,av. des Mayennets 5,1950,Sion,027 329 26 40
,Banque Migros,Banque Migros,,av. de France 10,1950,Sion,* 0848 84 54 00
,Cembra Money Bank SA,Cembra Money Bank SA,,av. des Mayennets 5,1950,Sion,027 329 26 40
Crédit privé:,BANK-now SA Sion,BANK-now SA Sion,,rue des Vergers 1,1950,Sion,058 900 62 70
Crédit privé:,Cembra Money Bank SA,Cembra Money Bank SA,,av. des Mayennets 5,1950,Sion,027 329 26 40
Crédits:,BANK-now SA Sion,BANK-now SA Sion,,rue des Vergers 1,1950,Sion,058 900 62 70
Crédits:,Cembra Money Bank SA,Cembra Money Bank SA,,av. des Mayennets 5,1950,Sion,027 329 26 40
Financements:,BANK-now SA Sion,BANK-now SA Sion,,rue des Vergers 1,1950,Sion,058 900 62 70
Financements:,Cembra Money Bank SA,Cembra Money Bank SA,,av. des Mayennets 5,1950,Sion,027 329 26 40
Finanzierungen:,BANK-now AG Sitten,BANK-now Sitten,,rue des Vergers 1,1950,Sion,058 900 62 70
Kreditinstitute:,BANK-now AG Sitten,BANK-now Sitten,,rue des Vergers 1,1950,Sion,058 900 62 70
Leasing:,BANK-now AG Sitten,BANK-now Sitten,,rue des Vergers 1,1950,Sion,058 900 62 70
Leasing:,BANK-now SA Sion,BANK-now SA Sion,,rue des Vergers 1,1950,Sion,058 900 62 70
Leasing:,Cembra Money Bank SA,Cembra Money Bank SA,,av. des Mayennets 5,1950,Sion,027 329 26 40
Privatkredit:,BANK-now AG Sitten,BANK-now Sitten,,rue des Vergers 1,1950,Sion,058 900 62 70
Service bancaire:,BANK-now SA Sion,BANK-now SA Sion,,rue des Vergers 1,1950,Sion,058 900 62 70
Bank Sparkasse:,Raiffeisenbank Sirnach Genossenschaft,Raiffeisenbank Sirnach Genossenschaft,,Wilerstr. 4,8370,Sirnach,071 969 69 00
Bank Sparkasse:,Thurgauer Kantonalbank,Thurgauer Kantonalbank,,Frauenfelderstr. 5,8370,Sirnach,* 0848 11 14 44
Bank Sparkasse:,Basellandschaftliche Kantonalbank,Basellandschaftliche Kantonalbank,,Hauptstr. 44,4450,Sissach,* 061 925 94 94
Bank Sparkasse:,UBS Switzerland AG,UBS Switzerland,,Hauptstr. 54,4450,Sissach,* 061 976 54 54
Autoleasing:,Cembra Money Bank AG,Cembra Money Bank,,Hauptbahnhofstr. 12,4500,Solothurn,* 032 626 57 70
,Baloise Bank SoBa AG,Baloise Bank SoBa,,Amthauspl. 4,4500,Solothurn,058 285 33 33
Bank Sparkasse:,Baloise Bank SoBa AG,Baloise Bank SoBa,,Amthauspl. 4,4500,Solothurn,058 285 33 33
Bank Sparkasse:,BEKB | BCBE Solothurn,BEKB | BCBE Solothurn,,Gurzelngasse 24,4500,Solothurn,* 032 626 31 40
Bank Sparkasse:,Cembra Money Bank AG,Cembra Money Bank,,Hauptbahnhofstr. 12,4500,Solothurn,* 032 626 57 70
Bank Sparkasse:,CREDIT SUISSE AG,CREDIT SUISSE,,Wengistr. 2,4500,Solothurn,* 032 624 52 52
Bank Sparkasse:,family-net.ch,family-net.ch,,Wengistr. 26,4500,Solothurn,* 032 625 83 23
Bank Sparkasse:,Migros Bank,Migros Bank,,Hauptgasse 49,4500,Solothurn,* 0848 84 54 00
Bank Sparkasse:,Raiffeisenbank Weissenstein Genossenschaft,Raiffeisenbank Weissenstein Genossenschaft,,Hauptgasse 67,4500,Solothurn,* 032 625 01 01
Bank Sparkasse:,Regiobank Solothurn AG,Regiobank Solothurn,,Westbahnhofstr. 11,4500,Solothurn,* 032 624 15 15
Bank Sparkasse:,UBS Switzerland AG,UBS Switzerland,,Amthauspl. 1,4500,Solothurn,* 032 625 11 11
Bank Sparkasse:,Valiant Bank AG,Valiant Bank,,St. Niklausstr. 1,4500,Solothurn,032 626 30 20
,Bank Coop AG,Bank Coop,,Westbahnhofstr. 1,4500,Solothurn,032 626 50 50
,Cembra Money Bank AG,Cembra Money Bank,,Hauptbahnhofstr. 12,4500,Solothurn,* 032 626 57 70
Finanzberatung:,Baloise Bank SoBa AG,Baloise Bank SoBa,,Amthauspl. 4,4500,Solothurn,058 285 33 33
Finanzierungen:,Cembra Money Bank AG,Cembra Money Bank,,Hauptbahnhofstr. 12,4500,Solothurn,* 032 626 57 70
Kreditinstitute:,Cembra Money Bank AG,Cembra Money Bank,,Hauptbahnhofstr. 12,4500,Solothurn,* 032 626 57 70
Leasing:,Cembra Money Bank AG,Cembra Money Bank,,Hauptbahnhofstr. 12,4500,Solothurn,* 032 626 57 70
,Migros Bank,Migros Bank,,Hauptgasse 49,4500,Solothurn,* 0848 84 54 00
Privatkredit:,Cembra Money Bank AG,Cembra Money Bank,,Hauptbahnhofstr. 12,4500,Solothurn,* 032 626 57 70
,Valiant Bank AG,Valiant Bank,,St. Niklausstr. 1,4500,Solothurn,032 626 30 20
Bank Sparkasse:,Luzerner Kantonalbank AG,Luzerner Kantonalbank,,Rothorn-Center 3,6174,Sörenberg,* 0844 82 28 11
Bank Sparkasse:,Ersparniskasse,Ersparniskasse,,Hauptstr. 21,9042,Speicher,071 344 10 66
Bank Sparkasse:,UBS Switzerland AG,UBS Switzerland,,Zaun,9042,Speicher,* 071 343 68 00
Bank Sparkasse:,UBS Switzerland AG Spiegel,UBS Switzerland Spiegel,,Chasseralstr. 156,3095,Spiegel b. Bern,* 031 978 66 66
,AEK BANK 1826,AEK BANK 1826,,Oberlandstr. 9,3700,Spiez,* 033 227 31 00
Bank Sparkasse:,AEK BANK 1826,AEK BANK 1826,,Oberlandstr. 9,3700,Spiez,* 033 227 31 00
Bank Sparkasse:,BEKB | BCBE Spiez,BEKB | BCBE Spiez,,Kronenpl.,3700,Spiez,* 033 655 55 55
Bank Sparkasse:,Raiffeisenbank Thunersee Genossenschaft,Raiffeisenbank Thunersee Genossenschaft,,Bahnhofstr. 12,3700,Spiez,* 033 650 77 77
Bank Sparkasse:,Spar- und Leihkasse Frutigen AG,Spar- und Leihkasse Frutigen,,Bahnhofstr. 21,3700,Spiez,* 033 672 18 18
Bank Sparkasse:,UBS Switzerland AG,UBS Switzerland,,Seestr. 7,3700,Spiez,* 033 655 93 33
Bank Sparkasse:,Raiffeisenbank Mittelbünden Genossenschaft,Raiffeisenbank Mittelbünden Genossenschaft,,Italienische Strasse,7435,Splügen,081 650 44 90
Bank Sparkasse:,Neue Aargauer Bank AG,Neue Aargauer Bank,,Shopping-Center,8957,Spreitenbach,* 056 418 55 70
Bank Sparkasse:,Raiffeisenbank Würenlos Genossenschaft,Raiffeisenbank Würenlos Genossenschaft,,Dorfstr. 62,8957,Spreitenbach,* 056 436 75 75
Einkaufszentren: Shopping-Center:,Neue Aargauer Bank AG,Neue Aargauer Bank,,Shopping-Center,8957,Spreitenbach,* 056 418 55 70
Bank Sparkasse:,Raiffeisenbank Freiburg Ost Genossenschaft,Raiffeisenbank Freiburg Ost Genossenschaft,,Hauptstr. 30,1713,St. Antoni,* 026 495 91 00
,acrevis Bank St.Gallen,acrevis Bank St.Gallen,,Marktpl. 1,9000,St. Gallen,* 058 122 75 55
Autoleasing:,BANK-now AG St. Gallen,BANK-now St. Gallen,,Schreinerstr. 1,9000,St. Gallen,058 900 64 00
Autoleasing:,Cembra Money Bank AG,Cembra Money Bank,,Oberer Graben 3,9000,St. Gallen,* 071 227 19 19
Bank Sparkasse:,Bank Julius Bär  Co AG,Bank Julius Bär,,Bahnhofstr. 7,9000,St. Gallen,058 889 77 00
Bank Sparkasse:,BANK-now AG St. Gallen,BANK-now St. Gallen,,Schreinerstr. 1,9000,St. Gallen,058 900 64 00
Bank Sparkasse:,Cembra Money Bank AG,Cembra Money Bank,,Oberer Graben 3,9000,St. Gallen,* 071 227 19 19
Bank Sparkasse:,COMMERZBANK AG,COMMERZBANK,,Vadianstr. 59,9000,St. Gallen,* 071 560 05 00
Bank Sparkasse:,CREDIT SUISSE AG,CREDIT SUISSE,,St. Leonhard-Strasse 3,9000,St. Gallen,* 071 226 31 11
Bank Sparkasse:,Jungholz,Jungholz,,Poststr. 6,9000,St. Gallen,* 071 228 41 00
Bank Sparkasse:,KMU Finanz AG,KMU Finanz,,Rorschacher Strasse 150,9000,St. Gallen,* 071 272 29 29
Bank Sparkasse:,Migros Bank,Migros Bank,,Bahnhofstr. 4,9000,St. Gallen,* 0848 84 54 00
Bank Sparkasse:,Raiffeisenbank St. Gallen Genossenschaft,Raiffeisenbank St. Gallen Genossenschaft,,Vadianstr. 17,9000,St. Gallen,* 071 226 60 00
Bank Sparkasse:,Raiffeisenbank St. Gallen Genossenschaft,Raiffeisenbank St. Gallen Genossenschaft,,Raiffeisenpl.,9000,St. Gallen,* 071 225 88 88
Bank Sparkasse:,Raiffeisenbank St. Gallen Genossenschaft,Raiffeisenbank St. Gallen Genossenschaft,,Vadianstr. 17,9000,St. Gallen,* 071 226 60 00
Bank Sparkasse:,Raiffeisenbank Winkeln Genossenschaft,Raiffeisenbank Winkeln Genossenschaft,,Herisauer Strasse 58,9015,St. Gallen,* 071 314 00 10
Bank Sparkasse:,Raiffeisen E-Banking Support,Raiffeisen E-Banking Support,,Raiffeisenpl.,9000,St. Gallen,* 0844 88 88 08
Bank Sparkasse:,Reichmuth  Co,Reichmuth  Co,,Schmiedgasse 28,9000,St. Gallen,* 071 226 53 53
Bank Sparkasse:,St.Galler Kantonalbank AG,St.Galler Kantonalbank,,Rorschacher Strasse 251a,9000,St. Gallen,071 288 01 88
Bank Sparkasse:,St.Galler Kantonalbank AG,St.Galler Kantonalbank,,St. Leonhard-Strasse 25,9000,St. Gallen,* 071 231 31 31
Bank Sparkasse:,St.Galler Kantonalbank AG,St.Galler Kantonalbank,,Fürstenlandstr. 185,9000,St. Gallen,* 071 231 34 00
Bank Sparkasse:,UBS Switzerland AG Bahnhofplatz,UBS Switzerland Bahnhofplatz,,St. Leonhard-Strasse 24,9000,St. Gallen,* 071 225 25 25
Bank Sparkasse:,UBS Switzerland AG Multertor,UBS Switzerland Multertor,,Neugasse 54,9000,St. Gallen,* 071 225 25 25
Bank Sparkasse:,UBS Switzerland AG Universität,UBS Switzerland Universität,,Dufourstr. 50,9000,St. Gallen,* 071 225 24 42
Bank Sparkasse:,Vorarlberger Landes- und Hypothekenbank AG,Vorarlberger Landes- und Hypothekenbank,,Bankgasse 1,9000,St. Gallen,071 228 85 00
Bank Sparkasse:,WIR Bank,WIR Bank,,Blumenbergpl. 7,9000,St. Gallen,0848 94 79 47
,Bank Coop,Bank Coop,,Vadianstr. 13,9000,St. Gallen,071 227 65 65
Bankdienstleistung:,BANK-now AG St. Gallen,BANK-now St. Gallen,,Schreinerstr. 1,9000,St. Gallen,058 900 64 00
,Bank Julius Bär  Co AG,Bank Julius Bär,,Bahnhofstr. 7,9000,St. Gallen,058 889 77 00
,BANK-now AG St. Gallen,BANK-now St. Gallen,,Schreinerstr. 1,9000,St. Gallen,058 900 64 00
,Cembra Money Bank AG,Cembra Money Bank,,Oberer Graben 3,9000,St. Gallen,* 071 227 19 19
E-Banking:,WIR Bank,WIR Bank,,Blumenbergpl. 7,9000,St. Gallen,0848 94 79 47
Finanzierungen:,BANK-now AG St. Gallen,BANK-now St. Gallen,,Schreinerstr. 1,9000,St. Gallen,058 900 64 00
Finanzierungen:,Cembra Money Bank AG,Cembra Money Bank,,Oberer Graben 3,9000,St. Gallen,* 071 227 19 19
Finanzierungen:,WIR Bank,WIR Bank,,Blumenbergpl. 7,9000,St. Gallen,0848 94 79 47
Kreditinstitute:,BANK-now AG St. Gallen,BANK-now St. Gallen,,Schreinerstr. 1,9000,St. Gallen,058 900 64 00
Kreditinstitute:,Cembra Money Bank AG,Cembra Money Bank,,Oberer Graben 3,9000,St. Gallen,* 071 227 19 19
Kreditinstitute:,WIR Bank,WIR Bank,,Blumenbergpl. 7,9000,St. Gallen,0848 94 79 47
Leasing:,BANK-now AG St. Gallen,BANK-now St. Gallen,,Schreinerstr. 1,9000,St. Gallen,058 900 64 00
Leasing:,Cembra Money Bank AG,Cembra Money Bank,,Oberer Graben 3,9000,St. Gallen,* 071 227 19 19
,Migros Bank,Migros Bank,,Bahnhofstr. 4,9000,St. Gallen,* 0848 84 54 00
Private Banking:,Bank Julius Bär  Co AG,Bank Julius Bär,,Bahnhofstr. 7,9000,St. Gallen,058 889 77 00
Privatkredit:,BANK-now AG St. Gallen,BANK-now St. Gallen,,Schreinerstr. 1,9000,St. Gallen,058 900 64 00
Privatkredit:,Cembra Money Bank AG,Cembra Money Bank,,Oberer Graben 3,9000,St. Gallen,* 071 227 19 19
Vermögensverwaltung:,Bank Julius Bär  Co AG,Bank Julius Bär,,Bahnhofstr. 7,9000,St. Gallen,058 889 77 00
,WIR Bank,WIR Bank,,Blumenbergpl. 7,9000,St. Gallen,0848 94 79 47
Bank Sparkasse:,Raiffeisenbank am Ricken Genossenschaft,Raiffeisenbank am Ricken Genossenschaft,,Rickenstr. 30,8735,St. Gallenkappel,* 055 286 24 00
Bank Sparkasse:,Raiffeisenbank Gampel-Raron,Raiffeisenbank Gampel-Raron,,,3942,St. German,027 933 13 59
,Alpha RHEINTAL Bank AG,Alpha RHEINTAL Bank,,Bahnhofpl. 8,9430,St. Margrethen SG,* 071 747 95 95
Bank Sparkasse:,Alpha RHEINTAL Bank AG,Alpha RHEINTAL Bank,,Bahnhofpl. 8,9430,St. Margrethen SG,* 071 747 95 95
Bank Sparkasse:,Raiffeisenbank Unteres Rheintal,Raiffeisenbank Unteres Rheintal,,Grenzstr. 3,9430,St. Margrethen SG,* 071 747 12 12
Bank Sparkasse:,St.Galler Kantonalbank AG,St.Galler Kantonalbank,,Bahnhofstr. 11,9430,St. Margrethen SG,* 071 747 29 29
Bank Sparkasse:,UBS Switzerland AG,UBS Switzerland,,Bahnhofpl. 4,9430,St. Margrethen SG,* 071 747 88 11
Bank Sparkasse:,Volksbank AG,Volksbank,,Hauptstr. 111,9430,St. Margrethen SG,* 071 747 55 30
Auto Leasing:,BANK-now SA San Murezzan,BANK-now SA San Murezzan,,Via dal Bagn 16,7500,St. Moritz,058 900 64 30
Autoleasing:,BANK-now AG St. Moritz,BANK-now St. Moritz,,Via dal Bagn 16,7500,St. Moritz,058 900 64 30
Banca:,BANK-now SA San Murezzan,BANK-now SA San Murezzan,,Via dal Bagn 16,7500,St. Moritz,058 900 64 30
Bank Sparkasse:,Banca Popolare di Sondrio (Suisse) SA,Banca Popolare di Sondrio (Suisse) SA,,Via dal Bagn 9,7500,St. Moritz,* 058 855 36 00
Bank Sparkasse:,Bank Julius Bär  Co. AG,Bank Julius Bär,,Plazza da Scoula 4,7500,St. Moritz,058 889 76 00
Bank Sparkasse:,BANK-now AG St. Moritz,BANK-now St. Moritz,,Via dal Bagn 16,7500,St. Moritz,058 900 64 30
Bank Sparkasse:,CBH - Compagnie Bancaire Helvétique SA,CBH - Compagnie Bancaire Helvétique SA,,Via dal Mulin 4,7500,St. Moritz,* 081 832 22 23
Bank Sparkasse:,CREDIT SUISSE AG,CREDIT SUISSE,,Via Maistra 6,7500,St. Moritz,* 081 837 52 00
Bank Sparkasse:,Raiffeisen Engiadina Val Müstair Genossenschaft,Raiffeisen Engiadina Val Müstair Genossenschaft,,Via dal Bagn 8,7500,St. Moritz,* 081 836 31 31
Bank Sparkasse:,UBS Switzerland AG,UBS Switzerland,,Via Maistra 14,7500,St. Moritz,* 081 837 70 00
Bankdienstleistung:,BANK-now AG St. Moritz,BANK-now St. Moritz,,Via dal Bagn 16,7500,St. Moritz,058 900 64 30
,Bank Julius Bär  Co. AG,Bank Julius Bär,,Plazza da Scoula 4,7500,St. Moritz,058 889 76 00
,BANK-now AG St. Moritz,BANK-now St. Moritz,,Via dal Bagn 16,7500,St. Moritz,058 900 64 30
,BANK-now SA San Murezzan,BANK-now SA San Murezzan,,Via dal Bagn 16,7500,St. Moritz,058 900 64 30
Credito privato:,BANK-now SA San Murezzan,BANK-now SA San Murezzan,,Via dal Bagn 16,7500,St. Moritz,058 900 64 30
Finanziamenti:,BANK-now SA San Murezzan,BANK-now SA San Murezzan,,Via dal Bagn 16,7500,St. Moritz,058 900 64 30
Finanzierungen:,BANK-now AG St. Moritz,BANK-now St. Moritz,,Via dal Bagn 16,7500,St. Moritz,058 900 64 30
Kreditinstitute:,BANK-now AG St. Moritz,BANK-now St. Moritz,,Via dal Bagn 16,7500,St. Moritz,058 900 64 30
Leasing:,BANK-now AG St. Moritz,BANK-now St. Moritz,,Via dal Bagn 16,7500,St. Moritz,058 900 64 30
